60,-60,0
60,-20,0
60,-50,30
60,0,30
50,30,0
40,30,40
50,-20,50
40,-60,50
30,50,30
20,60,0
-20,60,0
-30,50,30
0,40,50
30,0,60
0,-20,60
20,-50,60
-40,-80,30
-30,-80,10
0,-80,20
30,-80,10
40,-80,30
0,-60,60
-20,-50,60
-30,0,60
-40,-60,50
-50,-20,50
-40,30,40
-50,30,0
-60,0,30
-60,-50,30
-60,-20,0
-60,-60,0
